0.000,-53.571,20.000
48.571,-45.000,20.000
48.571,-45.000,0.000
44.286,-47.143,0.000
40.000,-51.429,0.000
37.857,-57.857,0.000
37.857,-62.143,0.000
40.000,-68.571,0.000
44.286,-72.857,0.000
48.571,-75.000,0.000
55.000,-75.000,0.000
59.286,-72.857,0.000
63.571,-68.571,0.000
65.714,-62.143,0.000
65.714,-57.857,0.000
63.571,-51.429,0.000
59.286,-47.143,0.000
55.000,-45.000,0.000
48.571,-45.000,0.000
48.571,-45.000,20.000
77.857,-30.000,20.000
77.857,-30.000,0.000
77.857,-45.000,0.000
77.857,-60.000,0.000
77.857,-75.000,0.000
77.857,-75.000,20.000
77.857,-53.571,20.000
77.857,-53.571,0.000
84.286,-47.143,0.000
88.571,-45.000,0.000
95.000,-45.000,0.000
99.286,-47.143,0.000
101.429,-53.571,0.000
101.429,-75.000,0.000
101.429,-75.000,20.000
111.429,-30.000,20.000
111.429,-30.000,0.000
111.429,-45.000,0.000
111.429,-60.000,0.000
111.429,-75.000,0.000
111.429,-75.000,20.000
145.000,-45.000,20.000
145.000,-45.000,0.000
145.000,-60.000,0.000
145.000,-75.000,0.000
145.000,-75.000,20.000
145.000,-51.429,20.000
145.000,-51.429,0.000
140.714,-47.143,0.000
136.429,-45.000,0.000
130.000,-45.000,0.000
125.714,-47.143,0.000
121.429,-51.429,0.000
119.286,-57.857,0.000
119.286,-62.143,0.000
121.429,-68.571,0.000
125.714,-72.857,0.000
130.000,-75.000,0.000
136.429,-75.000,0.000
140.714,-72.857,0.000
145.000,-68.571,0.000
145.000,-68.571,20.000
152.857,-45.000,20.000
152.857,-45.000,0.000
159.286,-60.000,0.000
165.714,-75.000,0.000
165.714,-75.000,20.000
178.571,-45.000,20.000
178.571,-45.000,0.000
172.143,-60.000,0.000
165.714,-75.000,0.000
165.714,-75.000,20.000
190.714,-30.000,20.000
190.714,-30.000,0.000
192.857,-32.143,0.000
195.000,-30.000,0.000
192.857,-27.857,0.000
190.714,-30.000,0.000
190.714,-30.000,20.000
192.857,-45.000,20.000
192.857,-45.000,0.000
192.857,-60.000,0.000
192.857,-75.000,0.000
192.857,-75.000,20.000
207.143,-49.286,20.000
207.143,-49.286,0.000
205.000,-51.429,0.000
207.143,-53.571,0.000
209.286,-51.429,0.000
207.143,-49.286,0.000
207.143,-49.286,20.000
207.143,-64.286,20.000
207.143,-64.286,0.000
205.000,-66.429,0.000
207.143,-68.571,0.000
209.286,-66.429,0.000
207.143,-64.286,0.000
207.143,-64.286,20.000
290.429,-45.000,20.000
290.429,-45.000,0.000
290.429,-60.000,0.000
290.429,-75.000,0.000
290.429,-75.000,20.000
290.429,-53.571,20.000
290.429,-53.571,0.000
296.857,-47.143,0.000
301.143,-45.000,0.000
307.571,-45.000,0.000
311.857,-47.143,0.000
314.000,-53.571,0.000
314.000,-75.000,0.000
314.000,-75.000,20.000
314.000,-53.571,20.000
314.000,-53.571,0.000
320.429,-47.143,0.000
324.714,-45.000,0.000
331.143,-45.000,0.000
335.429,-47.143,0.000
337.571,-53.571,0.000
337.571,-75.000,0.000
337.571,-75.000,20.000
347.571,-45.000,20.000
347.571,-45.000,0.000
347.571,-66.429,0.000
349.714,-72.857,0.000
354.000,-75.000,0.000
360.429,-75.000,0.000
364.714,-72.857,0.000
371.143,-66.429,0.000
371.143,-66.429,20.000
371.143,-45.000,20.000
371.143,-45.000,0.000
371.143,-60.000,0.000
371.143,-75.000,0.000
371.143,-75.000,20.000
402.571,-45.000,20.000
402.571,-45.000,0.000
390.786,-60.000,0.000
379.000,-75.000,0.000
379.000,-75.000,20.000
379.000,-45.000,20.000
379.000,-45.000,0.000
402.571,-45.000,0.000
402.571,-45.000,20.000
379.000,-75.000,20.000
379.000,-75.000,0.000
402.571,-75.000,0.000
